"DATA for Gaechter, Koelle, Quercia: Reciprocity and the Tragedies of Maintaining and Providing the Commons, Nature Human Behaviour",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
See README for list of variable labels and Methods for further details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
experiment,session,cpp,id,groupid,mg,period,oneshot,strangers,partners,punishment,type,CC,FR,OT,c,b,c_other,lag_c_other,pgsize,pun,pun_received,pc,dev_pc,u,cc0,cc1,cc2,cc3,cc4,cc5,cc6,cc7,cc8,cc9,cc10,cc11,cc12,cc13,cc14,cc15,cc16,cc17,cc18,cc19,cc20
2,21,0,357,2106,5,5,0,1,0,0,2,0,1,0,0,0,2,0,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,21,0,357,2105,5,6,0,1,0,0,2,0,1,0,0,0,2,2,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,21,0,357,2105,5,7,0,1,0,0,2,0,1,0,0,0,2,2,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,21,0,357,2105,5,8,0,1,0,0,2,0,1,0,0,3,0,2,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,21,0,357,2107,5,9,0,1,0,0,2,0,1,0,0,0,5,0,16,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,21,0,357,2106,5,10,0,1,0,0,2,0,1,0,0,1,0,5,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,21,0,357,2107,5,11,0,1,0,0,2,0,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,21,0,357,2105,5,12,0,1,0,0,2,0,1,0,0,0,7,0,20,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,21,0,357,2107,5,13,0,1,0,0,2,0,1,0,0,0,4,7,11,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,21,0,357,2107,5,14,0,1,0,0,2,0,1,0,0,0,4,4,12,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,21,0,357,2106,5,15,0,1,0,0,2,0,1,0,0,0,0,4,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,21,0,357,2107,5,16,0,1,0,0,2,0,1,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,21,0,357,2106,5,17,0,1,0,0,2,0,1,0,0,0,2,0,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,21,0,357,2105,5,18,0,1,0,0,2,0,1,0,0,0,0,2,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,21,0,357,2106,5,19,0,1,0,0,2,0,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,21,0,357,2108,5,20,0,1,0,0,2,0,1,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,21,0,357,2106,5,21,0,1,0,0,2,0,1,0,0,0,7,0,21,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,21,0,357,2106,5,22,0,1,0,0,2,0,1,0,0,0,1,7,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,21,0,357,2106,5,23,0,1,0,0,2,0,1,0,5,0,7,1,25,,,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,21,0,357,2107,5,24,0,1,0,0,2,0,1,0,5,2,7,7,25,,,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,21,0,357,2107,5,25,0,1,0,0,2,0,1,0,6,5,7,7,27,,,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,21,0,357,2108,5,26,0,1,0,0,2,0,1,0,5,4,3,7,15,,,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,21,0,357,2107,5,27,0,1,0,0,2,0,1,0,5,3,3,3,13,,,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,21,0,358,2106,5,1,0,1,0,0,3,0,0,1,20,13,0,,20,,,7,13,20,0,1,2,3,4,5,6,7,8,9,10,9,8,7,6,5,4,3,2,1,0
2,21,0,358,2105,5,2,0,1,0,0,3,0,0,1,5,0,5,0,20,,,0,5,20,0,1,2,3,4,5,6,7,8,9,9,9,8,7,6,5,4,3,2,1,0
2,21,0,358,2108,5,3,0,1,0,0,3,0,0,1,5,1,7,5,25,,,1,4,20,0,1,2,3,4,5,6,7,8,9,9,9,8,7,6,5,4,3,2,1,0
2,21,0,358,2106,5,4,0,1,0,0,3,0,0,1,5,5,5,7,19,,,5,0,20,0,1,2,3,4,5,6,7,8,9,9,9,8,7,6,5,4,3,2,1,0
2,21,0,358,2106,5,5,0,1,0,0,3,0,0,1,5,5,0,5,5,,,5,0,20,0,1,2,3,4,5,6,7,8,9,9,9,8,7,6,5,4,3,2,1,0
2,21,0,358,2106,5,6,0,1,0,0,3,0,0,1,0,1,5,0,14,,,1,-1,20,0,1,2,3,4,5,6,7,8,9,9,9,8,7,6,5,4,3,2,1,0
2,21,0,358,2105,5,7,0,1,0,0,3,0,0,1,2,2,2,5,7,,,2,0,20,0,1,2,3,4,5,6,7,8,9,9,9,8,7,6,5,4,3,2,1,0
2,21,0,358,2106,5,8,0,1,0,0,3,0,0,1,2,2,5,2,17,,,2,0,20,0,1,2,3,4,5,6,7,8,9,9,9,8,7,6,5,4,3,2,1,0
2,21,0,358,2105,5,9,0,1,0,0,3,0,0,1,2,4,2,5,7,,,4,-2,20,0,1,2,3,4,5,6,7,8,9,9,9,8,7,6,5,4,3,2,1,0
2,21,0,358,2105,5,10,0,1,0,0,3,0,0,1,2,3,0,2,2,,,3,-1,20,0,1,2,3,4,5,6,7,8,9,9,9,8,7,6,5,4,3,2,1,0
2,21,0,358,2108,5,11,0,1,0,0,3,0,0,1,0,0,0,0,0,,,0,0,20,0,1,2,3,4,5,6,7,8,9,9,9,8,7,6,5,4,3,2,1,0
2,21,0,358,2105,5,12,0,1,0,0,3,0,0,1,0,0,7,0,20,,,0,0,20,0,1,2,3,4,5,6,7,8,9,9,9,8,7,6,5,4,3,2,1,0
2,21,0,358,2105,5,13,0,1,0,0,3,0,0,1,0,5,0,7,0,,,5,-5,20,0,1,2,3,4,5,6,7,8,9,9,9,8,7,6,5,4,3,2,1,0
2,21,0,358,2105,5,14,0,1,0,0,3,0,0,1,0,0,9,0,27,,,0,0,20,0,1,2,3,4,5,6,7,8,9,9,9,8,7,6,5,4,3,2,1,0
2,21,0,358,2106,5,15,0,1,0,0,3,0,0,1,0,0,0,9,0,,,0,0,20,0,1,2,3,4,5,6,7,8,9,9,9,8,7,6,5,4,3,2,1,0
2,21,0,358,2105,5,16,0,1,0,0,3,0,0,1,0,0,0,0,0,,,0,0,20,0,1,2,3,4,5,6,7,8,9,9,9,8,7,6,5,4,3,2,1,0
2,21,0,358,2107,5,17,0,1,0,0,3,0,0,1,0,0,5,0,15,,,0,0,20,0,1,2,3,4,5,6,7,8,9,9,9,8,7,6,5,4,3,2,1,0
2,21,0,358,2106,5,18,0,1,0,0,3,0,0,1,0,5,3,5,10,,,5,-5,20,0,1,2,3,4,5,6,7,8,9,9,9,8,7,6,5,4,3,2,1,0
2,21,0,358,2105,5,19,0,1,0,0,3,0,0,1,0,4,0,3,0,,,4,-4,20,0,1,2,3,4,5,6,7,8,9,9,9,8,7,6,5,4,3,2,1,0
2,21,0,358,2107,5,20,0,1,0,0,3,0,0,1,0,1,0,0,0,,,1,-1,20,0,1,2,3,4,5,6,7,8,9,9,9,8,7,6,5,4,3,2,1,0
2,21,0,358,2105,5,21,0,1,0,0,3,0,0,1,0,0,0,0,0,,,0,0,20,0,1,2,3,4,5,6,7,8,9,9,9,8,7,6,5,4,3,2,1,0
2,21,0,358,2105,5,22,0,1,0,0,3,0,0,1,0,0,0,0,1,,,0,0,20,0,1,2,3,4,5,6,7,8,9,9,9,8,7,6,5,4,3,2,1,0
2,21,0,358,2105,5,23,0,1,0,0,3,0,0,1,0,0,1,0,2,,,0,0,20,0,1,2,3,4,5,6,7,8,9,9,9,8,7,6,5,4,3,2,1,0
2,21,0,358,2108,5,24,0,1,0,0,3,0,0,1,0,0,0,1,0,,,0,0,20,0,1,2,3,4,5,6,7,8,9,9,9,8,7,6,5,4,3,2,1,0
2,21,0,358,2105,5,25,0,1,0,0,3,0,0,1,0,0,2,0,5,,,0,0,20,0,1,2,3,4,5,6,7,8,9,9,9,8,7,6,5,4,3,2,1,0
2,21,0,358,2107,5,26,0,1,0,0,3,0,0,1,0,0,0,2,0,,,0,0,20,0,1,2,3,4,5,6,7,8,9,9,9,8,7,6,5,4,3,2,1,0
2,21,0,358,2108,5,27,0,1,0,0,3,0,0,1,0,0,0,0,0,,,0,0,20,0,1,2,3,4,5,6,7,8,9,9,9,8,7,6,5,4,3,2,1,0
2,21,0,359,2105,5,1,0,1,0,0,1,1,0,0,15,14,4,,26,,,17,-2,16,12,12,12,13,13,13,14,15,15,16,17,17,17,17,17,17,18,19,20,20,20
2,21,0,359,2107,5,2,0,1,0,0,1,1,0,0,14,11,7,4,34,,,17,-3,16,12,12,12,13,13,13,14,15,15,16,16,17,17,17,17,17,18,19,20,20,20
2,21,0,359,2105,5,3,0,1,0,0,1,1,0,0,13,8,7,7,33,,,15,-2,16,12,12,12,13,13,13,14,15,15,16,16,17,17,17,17,17,18,19,20,20,20
2,21,0,359,2106,5,4,0,1,0,0,1,1,0,0,13,8,2,7,19,,,15,-2,16,12,12,12,13,13,13,14,15,15,16,16,17,17,17,17,17,18,19,20,20,20
2,21,0,359,2105,5,5,0,1,0,0,1,1,0,0,12,8,0,2,12,,,15,-3,16,12,12,12,13,13,13,14,15,15,16,16,17,17,17,17,17,18,19,20,20,20
2,21,0,359,2106,5,6,0,1,0,0,1,1,0,0,14,7,0,0,14,,,15,-1,16,12,12,12,13,13,13,14,15,15,16,16,17,17,17,17,17,18,19,20,20,20
2,21,0,359,2105,5,7,0,1,0,0,1,1,0,0,5,2,1,0,7,,,12,-7,16,12,12,12,13,13,13,14,15,15,16,16,17,17,17,17,17,18,19,20,20,20
2,21,0,359,2106,5,8,0,1,0,0,1,1,0,0,5,3,4,1,17,,,13,-8,16,12,12,12,13,13,13,14,15,15,16,16,17,17,17,17,17,18,19,20,20,20
2,21,0,359,2107,5,9,0,1,0,0,1,1,0,0,6,5,3,4,16,,,13,-7,16,12,12,12,13,13,13,14,15,15,16,16,17,17,17,17,17,18,19,20,20,20
2,21,0,359,2108,5,10,0,1,0,0,1,1,0,0,6,4,7,3,26,,,13,-7,16,12,12,12,13,13,13,14,15,15,16,16,17,17,17,17,17,18,19,20,20,20
2,21,0,359,2106,5,11,0,1,0,0,1,1,0,0,6,7,7,7,26,,,15,-9,16,12,12,12,13,13,13,14,15,15,16,16,17,17,17,17,17,18,19,20,20,20
2,21,0,359,2108,5,12,0,1,0,0,1,1,0,0,8,7,0,7,8,,,15,-7,16,12,12,12,13,13,13,14,15,15,16,16,17,17,17,17,17,18,19,20,20,20
2,21,0,359,2107,5,13,0,1,0,0,1,1,0,0,6,5,2,0,11,,,13,-7,16,12,12,12,13,13,13,14,15,15,16,16,17,17,17,17,17,18,19,20,20,20
2,21,0,359,2105,5,14,0,1,0,0,1,1,0,0,7,5,7,2,27,,,13,-6,16,12,12,12,13,13,13,14,15,15,16,16,17,17,17,17,17,18,19,20,20,20
2,21,0,359,2105,5,15,0,1,0,0,1,1,0,0,8,6,0,7,8,,,14,-6,16,12,12,12,13,13,13,14,15,15,16,16,17,17,17,17,17,18,19,20,20,20
2,21,0,359,2108,5,16,0,1,0,0,1,1,0,0,8,5,0,0,8,,,13,-5,16,12,12,12,13,13,13,14,15,15,16,16,17,17,17,17,17,18,19,20,20,20
2,21,0,359,2106,5,17,0,1,0,0,1,1,0,0,7,5,0,0,7,,,13,-6,16,12,12,12,13,13,13,14,15,15,16,16,17,17,17,17,17,18,19,20,20,20
2,21,0,359,2105,5,18,0,1,0,0,1,1,0,0,0,1,0,0,0,,,12,-12,16,12,12,12,13,13,13,14,15,15,16,16,17,17,17,17,17,18,19,20,20,20
2,21,0,359,2107,5,19,0,1,0,0,1,1,0,0,2,1,0,0,2,,,12,-10,16,12,12,12,13,13,13,14,15,15,16,16,17,17,17,17,17,18,19,20,20,20
2,21,0,359,2108,5,20,0,1,0,0,1,1,0,0,1,1,0,0,1,,,12,-11,16,12,12,12,13,13,13,14,15,15,16,16,17,17,17,17,17,18,19,20,20,20
2,21,0,359,2106,5,21,0,1,0,0,1,1,0,0,1,1,7,0,21,,,12,-11,16,12,12,12,13,13,13,14,15,15,16,16,17,17,17,17,17,18,19,20,20,20
2,21,0,359,2106,5,22,0,1,0,0,1,1,0,0,3,3,0,7,3,,,13,-10,16,12,12,12,13,13,13,14,15,15,16,16,17,17,17,17,17,18,19,20,20,20
2,21,0,359,2105,5,23,0,1,0,0,1,1,0,0,2,0,0,0,2,,,12,-10,16,12,12,12,13,13,13,14,15,15,16,16,17,17,17,17,17,18,19,20,20,20
2,21,0,359,2106,5,24,0,1,0,0,1,1,0,0,1,0,0,0,1,,,12,-11,16,12,12,12,13,13,13,14,15,15,16,16,17,17,17,17,17,18,19,20,20,20
2,21,0,359,2107,5,25,0,1,0,0,1,1,0,0,1,0,9,0,27,,,12,-11,16,12,12,12,13,13,13,14,15,15,16,16,17,17,17,17,17,18,19,20,20,20
2,21,0,359,2108,5,26,0,1,0,0,1,1,0,0,10,3,2,9,15,,,13,-3,16,12,12,12,13,13,13,14,15,15,16,16,17,17,17,17,17,18,19,20,20,20
2,21,0,359,2107,5,27,0,1,0,0,1,1,0,0,8,3,2,2,13,,,13,-5,16,12,12,12,13,13,13,14,15,15,16,16,17,17,17,17,17,18,19,20,20,20
2,21,0,360,2107,5,1,0,1,0,0,1,1,0,0,0,2,18,,55,,,0,0,10,0,0,0,0,0,0,5,5,5,10,10,10,12,12,15,15,15,17,20,20,20
2,21,0,360,2108,5,2,0,1,0,0,1,1,0,0,10,5,1,18,12,,,0,10,10,0,0,0,0,0,0,5,5,5,10,10,10,12,12,15,15,15,17,20,20,20
2,21,0,360,2106,5,3,0,1,0,0,1,1,0,0,0,0,0,1,0,,,0,0,10,0,0,0,0,0,0,5,5,5,10,10,10,12,12,15,15,15,17,20,20,20
2,21,0,360,2107,5,4,0,1,0,0,1,1,0,0,0,0,4,0,13,,,0,0,10,0,0,0,0,0,0,5,5,5,10,10,10,12,12,15,15,15,17,20,20,20
2,21,0,360,2107,5,5,0,1,0,0,1,1,0,0,0,0,10,4,30,,,0,0,10,0,0,0,0,0,0,5,5,5,10,10,10,12,12,15,15,15,17,20,20,20
2,21,0,360,2105,5,6,0,1,0,0,1,1,0,0,5,5,0,10,5,,,0,5,10,0,0,0,0,0,0,5,5,5,10,10,10,12,12,15,15,15,17,20,20,20
2,21,0,360,2106,5,7,0,1,0,0,1,1,0,0,0,1,0,0,0,,,0,0,10,0,0,0,0,0,0,5,5,5,10,10,10,12,12,15,15,15,17,20,20,20
2,21,0,360,2107,5,8,0,1,0,0,1,1,0,0,0,0,5,0,15,,,0,0,10,0,0,0,0,0,0,5,5,5,10,10,10,12,12,15,15,15,17,20,20,20
2,21,0,360,2108,5,9,0,1,0,0,1,1,0,0,0,0,3,5,8,,,0,0,10,0,0,0,0,0,0,5,5,5,10,10,10,12,12,15,15,15,17,20,20,20
2,21,0,360,2106,5,10,0,1,0,0,1,1,0,0,0,0,0,3,0,,,0,0,10,0,0,0,0,0,0,5,5,5,10,10,10,12,12,15,15,15,17,20,20,20
2,21,0,360,2108,5,11,0,1,0,0,1,1,0,0,0,0,0,0,0,,,0,0,10,0,0,0,0,0,0,5,5,5,10,10,10,12,12,15,15,15,17,20,20,20
2,21,0,360,2106,5,12,0,1,0,0,1,1,0,0,0,0,0,0,0,,,0,0,10,0,0,0,0,0,0,5,5,5,10,10,10,12,12,15,15,15,17,20,20,20
2,21,0,360,2105,5,13,0,1,0,0,1,1,0,0,0,0,0,0,0,,,0,0,10,0,0,0,0,0,0,5,5,5,10,10,10,12,12,15,15,15,17,20,20,20
2,21,0,360,2107,5,14,0,1,0,0,1,1,0,0,0,0,4,0,12,,,0,0,10,0,0,0,0,0,0,5,5,5,10,10,10,12,12,15,15,15,17,20,20,20
2,21,0,360,2105,5,15,0,1,0,0,1,1,0,0,0,0,3,4,8,,,0,0,10,0,0,0,0,0,0,5,5,5,10,10,10,12,12,15,15,15,17,20,20,20
2,21,0,360,2105,5,16,0,1,0,0,1,1,0,0,0,0,0,3,0,,,0,0,10,0,0,0,0,0,0,5,5,5,10,10,10,12,12,15,15,15,17,20,20,20
2,21,0,360,2105,5,17,0,1,0,0,1,1,0,0,0,0,0,0,0,,,0,0,10,0,0,0,0,0,0,5,5,5,10,10,10,12,12,15,15,15,17,20,20,20
2,21,0,360,2105,5,18,0,1,0,0,1,1,0,0,0,0,0,0,0,,,0,0,10,0,0,0,0,0,0,5,5,5,10,10,10,12,12,15,15,15,17,20,20,20
2,21,0,360,2105,5,19,0,1,0,0,1,1,0,0,0,0,0,0,0,,,0,0,10,0,0,0,0,0,0,5,5,5,10,10,10,12,12,15,15,15,17,20,20,20
2,21,0,360,2106,5,20,0,1,0,0,1,1,0,0,0,0,0,0,1,,,0,0,10,0,0,0,0,0,0,5,5,5,10,10,10,12,12,15,15,15,17,20,20,20
2,21,0,360,2105,5,21,0,1,0,0,1,1,0,0,0,0,0,0,0,,,0,0,10,0,0,0,0,0,0,5,5,5,10,10,10,12,12,15,15,15,17,20,20,20
2,21,0,360,2106,5,22,0,1,0,0,1,1,0,0,0,0,1,0,3,,,0,0,10,0,0,0,0,0,0,5,5,5,10,10,10,12,12,15,15,15,17,20,20,20
2,21,0,360,2108,5,23,0,1,0,0,1,1,0,0,0,0,0,1,0,,,0,0,10,0,0,0,0,0,0,5,5,5,10,10,10,12,12,15,15,15,17,20,20,20
2,21,0,360,2108,5,24,0,1,0,0,1,1,0,0,0,0,0,0,0,,,0,0,10,0,0,0,0,0,0,5,5,5,10,10,10,12,12,15,15,15,17,20,20,20
2,21,0,360,2106,5,25,0,1,0,0,1,1,0,0,0,0,0,0,0,,,0,0,10,0,0,0,0,0,0,5,5,5,10,10,10,12,12,15,15,15,17,20,20,20
2,21,0,360,2105,5,26,0,1,0,0,1,1,0,0,0,0,7,0,20,,,0,0,10,0,0,0,0,0,0,5,5,5,10,10,10,12,12,15,15,15,17,20,20,20
2,21,0,360,2108,5,27,0,1,0,0,1,1,0,0,0,0,0,7,0,,,0,0,10,0,0,0,0,0,0,5,5,5,10,10,10,12,12,15,15,15,17,20,20,20
2,21,0,361,2108,5,1,0,1,0,0,1,1,0,0,5,5,2,,12,,,0,5,5,0,0,0,0,0,0,0,0,0,0,10,11,12,13,14,15,16,17,20,20,20
2,21,0,361,2105,5,2,0,1,0,0,1,1,0,0,0,1,7,2,20,,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,12,13,14,15,16,17,20,20,20
2,21,0,361,2105,5,3,0,1,0,0,1,1,0,0,0,3,11,7,33,,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,12,13,14,15,16,17,20,20,20
2,21,0,361,2108,5,4,0,1,0,0,1,1,0,0,0,5,9,11,28,,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,12,13,14,15,16,17,20,20,20
2,21,0,361,2107,5,5,0,1,0,0,1,1,0,0,0,8,10,9,30,,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,12,13,14,15,16,17,20,20,20
2,21,0,361,2108,5,6,0,1,0,0,1,1,0,0,5,10,7,10,25,,,0,5,5,0,0,0,0,0,0,0,0,0,0,0,11,12,13,14,15,16,17,20,20,20
2,21,0,361,2107,5,7,0,1,0,0,1,1,0,0,0,10,8,7,25,,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,12,13,14,15,16,17,20,20,20
2,21,0,361,2108,5,8,0,1,0,0,1,1,0,0,0,10,7,8,20,,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,12,13,14,15,16,17,20,20,20
2,21,0,361,2108,5,9,0,1,0,0,1,1,0,0,8,8,0,7,8,,,0,8,5,0,0,0,0,0,0,0,0,0,0,0,11,12,13,14,15,16,17,20,20,20
2,21,0,361,2107,5,10,0,1,0,0,1,1,0,0,0,2,0,0,0,,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,12,13,14,15,16,17,20,20,20
2,21,0,361,2105,5,11,0,1,0,0,1,1,0,0,0,0,0,0,0,,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,12,13,14,15,16,17,20,20,20
2,21,0,361,2107,5,12,0,1,0,0,1,1,0,0,0,0,3,0,10,,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,12,13,14,15,16,17,20,20,20
2,21,0,361,2105,5,13,0,1,0,0,1,1,0,0,0,2,0,3,0,,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,12,13,14,15,16,17,20,20,20
2,21,0,361,2106,5,14,0,1,0,0,1,1,0,0,0,0,0,0,0,,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,12,13,14,15,16,17,20,20,20
2,21,0,361,2107,5,15,0,1,0,0,1,1,0,0,0,0,0,0,0,,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,12,13,14,15,16,17,20,20,20
2,21,0,361,2106,5,16,0,1,0,0,1,1,0,0,0,0,13,0,39,,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,12,13,14,15,16,17,20,20,20
2,21,0,361,2105,5,17,0,1,0,0,1,1,0,0,0,0,0,13,0,,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,12,13,14,15,16,17,20,20,20
2,21,0,361,2107,5,18,0,1,0,0,1,1,0,0,0,0,7,0,20,,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,12,13,14,15,16,17,20,20,20
2,21,0,361,2107,5,19,0,1,0,0,1,1,0,0,0,0,1,7,2,,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,12,13,14,15,16,17,20,20,20
2,21,0,361,2107,5,20,0,1,0,0,1,1,0,0,0,0,0,1,0,,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,12,13,14,15,16,17,20,20,20
2,21,0,361,2108,5,21,0,1,0,0,1,1,0,0,0,0,0,0,0,,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,12,13,14,15,16,17,20,20,20
2,21,0,361,2108,5,22,0,1,0,0,1,1,0,0,0,0,3,0,8,,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,12,13,14,15,16,17,20,20,20
2,21,0,361,2108,5,23,0,1,0,0,1,1,0,0,0,0,0,3,0,,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,12,13,14,15,16,17,20,20,20
2,21,0,361,2106,5,24,0,1,0,0,1,1,0,0,0,0,0,0,1,,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,12,13,14,15,16,17,20,20,20
2,21,0,361,2106,5,25,0,1,0,0,1,1,0,0,0,0,0,0,0,,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,12,13,14,15,16,17,20,20,20
2,21,0,361,2108,5,26,0,1,0,0,1,1,0,0,0,0,5,0,15,,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,12,13,14,15,16,17,20,20,20
2,21,0,361,2106,5,27,0,1,0,0,1,1,0,0,0,0,7,5,20,,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,12,13,14,15,16,17,20,20,20
2,21,0,362,2108,5,1,0,1,0,0,3,0,0,1,0,0,4,,12,,,0,0,0,0,18,0,0,18,0,16,18,18,0,0,20,20,0,18,0,18,18,0,20,0
2,21,0,362,2108,5,2,0,1,0,0,3,0,0,1,0,0,4,4,12,,,0,0,0,0,18,0,0,18,0,16,18,18,0,0,20,20,0,18,0,18,18,0,20,0
2,21,0,362,2108,5,3,0,1,0,0,3,0,0,1,0,3,8,4,25,,,0,0,0,0,18,0,0,18,0,16,18,18,0,0,20,20,0,18,0,18,18,0,20,0
2,21,0,362,2106,5,4,0,1,0,0,3,0,0,1,1,4,6,8,19,,,18,-17,0,0,18,0,0,18,0,16,18,18,0,0,20,20,0,18,0,18,18,0,20,0
2,21,0,362,2108,5,5,0,1,0,0,3,0,0,1,1,4,1,6,5,,,18,-17,0,0,18,0,0,18,0,16,18,18,0,0,20,20,0,18,0,18,18,0,20,0
2,21,0,362,2107,5,6,0,1,0,0,3,0,0,1,1,3,2,1,6,,,0,1,0,0,18,0,0,18,0,16,18,18,0,0,20,20,0,18,0,18,18,0,20,0
2,21,0,362,2108,5,7,0,1,0,0,3,0,0,1,0,3,7,2,20,,,0,0,0,0,18,0,0,18,0,16,18,18,0,0,20,20,0,18,0,18,18,0,20,0
2,21,0,362,2105,5,8,0,1,0,0,3,0,0,1,0,3,0,7,0,,,0,0,0,0,18,0,0,18,0,16,18,18,0,0,20,20,0,18,0,18,18,0,20,0
2,21,0,362,2108,5,9,0,1,0,0,3,0,0,1,0,0,3,0,8,,,0,0,0,0,18,0,0,18,0,16,18,18,0,0,20,20,0,18,0,18,18,0,20,0
2,21,0,362,2108,5,10,0,1,0,0,3,0,0,1,0,1,9,3,26,,,18,-18,0,0,18,0,0,18,0,16,18,18,0,0,20,20,0,18,0,18,18,0,20,0
2,21,0,362,2107,5,11,0,1,0,0,3,0,0,1,0,2,0,9,0,,,0,0,0,0,18,0,0,18,0,16,18,18,0,0,20,20,0,18,0,18,18,0,20,0
2,21,0,362,2108,5,12,0,1,0,0,3,0,0,1,0,1,3,0,8,,,18,-18,0,0,18,0,0,18,0,16,18,18,0,0,20,20,0,18,0,18,18,0,20,0
2,21,0,362,2106,5,13,0,1,0,0,3,0,0,1,0,3,3,3,10,,,0,0,0,0,18,0,0,18,0,16,18,18,0,0,20,20,0,18,0,18,18,0,20,0
2,21,0,362,2106,5,14,0,1,0,0,3,0,0,1,0,3,0,3,0,,,0,0,0,0,18,0,0,18,0,16,18,18,0,0,20,20,0,18,0,18,18,0,20,0
2,21,0,362,2107,5,15,0,1,0,0,3,0,0,1,0,2,0,0,0,,,0,0,0,0,18,0,0,18,0,16,18,18,0,0,20,20,0,18,0,18,18,0,20,0
2,21,0,362,2107,5,16,0,1,0,0,3,0,0,1,1,2,0,0,1,,,0,1,0,0,18,0,0,18,0,16,18,18,0,0,20,20,0,18,0,18,18,0,20,0
2,21,0,362,2105,5,17,0,1,0,0,3,0,0,1,0,0,0,0,0,,,0,0,0,0,18,0,0,18,0,16,18,18,0,0,20,20,0,18,0,18,18,0,20,0
2,21,0,362,2105,5,18,0,1,0,0,3,0,0,1,0,1,0,0,0,,,18,-18,0,0,18,0,0,18,0,16,18,18,0,0,20,20,0,18,0,18,18,0,20,0
