"DATA for Gaechter, Koelle, Quercia: Reciprocity and the Tragedies of Maintaining and Providing the Commons, Nature Human Behaviour",,,,,,,,,,,,,,
See README for list of variable labels and Methods for further details,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
session,cpp,id,mg,period,type,CC,FR,OT,c,c_other,pos_dev,neg_dev,avg_other_two,pun
1,1,1,1,1,1,1,0,0,8,0,0,8,3,0
1,1,1,1,1,1,1,0,0,8,1,0,7,2.5,0
1,1,1,1,1,1,1,0,0,8,5,0,3,0.5,0
1,1,9,1,1,2,0,1,0,0,1,1,0,6.5,0
1,1,9,1,1,2,0,1,0,0,8,8,0,3,0
1,1,9,1,1,2,0,1,0,0,5,5,0,4.5,0
1,1,17,1,1,1,1,0,0,5,8,3,0,0.5,0
1,1,17,1,1,1,1,0,0,5,1,0,4,4,0
1,1,17,1,1,1,1,0,0,5,0,0,5,4.5,0
1,1,25,1,1,2,0,1,0,1,8,7,0,2.5,0
1,1,25,1,1,2,0,1,0,1,0,0,1,6.5,1
1,1,25,1,1,2,0,1,0,1,5,4,0,4,1
1,1,1,1,2,1,1,0,0,7,3,0,4,0.5,0
1,1,1,1,2,1,1,0,0,7,1,0,6,1.5,0
1,1,1,1,2,1,1,0,0,7,0,0,7,2,0
1,1,9,1,2,2,0,1,0,0,1,1,0,5,0
1,1,9,1,2,2,0,1,0,0,3,3,0,4,0
1,1,9,1,2,2,0,1,0,0,7,7,0,2,0
1,1,17,1,2,1,1,0,0,3,1,0,2,3.5,0
1,1,17,1,2,1,1,0,0,3,0,0,3,4,1
1,1,17,1,2,1,1,0,0,3,7,4,0,0.5,0
1,1,25,1,2,2,0,1,0,1,0,0,1,5,1
1,1,25,1,2,2,0,1,0,1,7,6,0,1.5,0
1,1,25,1,2,2,0,1,0,1,3,2,0,3.5,1
1,1,1,1,3,1,1,0,0,4,3,0,1,0,0
1,1,1,1,3,1,1,0,0,4,0,0,4,1.5,0
1,1,1,1,3,1,1,0,0,4,0,0,4,1.5,0
1,1,9,1,3,2,0,1,0,0,0,0,0,3.5,0
1,1,9,1,3,2,0,1,0,0,3,3,0,2,0
1,1,9,1,3,2,0,1,0,0,4,4,0,1.5,0
1,1,17,1,3,1,1,0,0,3,4,1,0,0,0
1,1,17,1,3,1,1,0,0,3,0,0,3,2,1
1,1,17,1,3,1,1,0,0,3,0,0,3,2,1
1,1,25,1,3,2,0,1,0,0,0,0,0,3.5,1
1,1,25,1,3,2,0,1,0,0,4,4,0,1.5,1
1,1,25,1,3,2,0,1,0,0,3,3,0,2,1
1,1,1,1,4,1,1,0,0,0,1,1,0,0,0
1,1,1,1,4,1,1,0,0,0,0,0,0,0.5,0
1,1,1,1,4,1,1,0,0,0,0,0,0,0.5,0
1,1,9,1,4,2,0,1,0,0,1,1,0,0,1
1,1,9,1,4,2,0,1,0,0,0,0,0,0.5,0
1,1,9,1,4,2,0,1,0,0,0,0,0,0.5,0
1,1,17,1,4,1,1,0,0,1,0,0,1,0,0
1,1,17,1,4,1,1,0,0,1,0,0,1,0,0
1,1,17,1,4,1,1,0,0,1,0,0,1,0,1
1,1,25,1,4,2,0,1,0,0,0,0,0,0.5,1
1,1,25,1,4,2,0,1,0,0,1,1,0,0,1
1,1,25,1,4,2,0,1,0,0,0,0,0,0.5,1
1,1,1,1,5,1,1,0,0,1,0,0,1,0,0
1,1,1,1,5,1,1,0,0,1,0,0,1,0,0
1,1,1,1,5,1,1,0,0,1,0,0,1,0,0
1,1,9,1,5,2,0,1,0,0,0,0,0,0.5,0
1,1,9,1,5,2,0,1,0,0,1,1,0,0,0
1,1,9,1,5,2,0,1,0,0,0,0,0,0.5,0
1,1,17,1,5,1,1,0,0,0,1,1,0,0,0
1,1,17,1,5,1,1,0,0,0,0,0,0,0.5,0
1,1,17,1,5,1,1,0,0,0,0,0,0,0.5,1
1,1,25,1,5,2,0,1,0,0,1,1,0,0,1
1,1,25,1,5,2,0,1,0,0,0,0,0,0.5,0
1,1,25,1,5,2,0,1,0,0,0,0,0,0.5,0
1,1,1,1,6,1,1,0,0,0,1,1,0,0,0
1,1,1,1,6,1,1,0,0,0,0,0,0,0.5,0
1,1,1,1,6,1,1,0,0,0,0,0,0,0.5,0
1,1,9,1,6,2,0,1,0,0,0,0,0,0.5,0
1,1,9,1,6,2,0,1,0,0,0,0,0,0.5,0
1,1,9,1,6,2,0,1,0,0,1,1,0,0,0
1,1,17,1,6,1,1,0,0,0,1,1,0,0,0
1,1,17,1,6,1,1,0,0,0,0,0,0,0.5,0
1,1,17,1,6,1,1,0,0,0,0,0,0,0.5,0
1,1,25,1,6,2,0,1,0,1,0,0,1,0,0
1,1,25,1,6,2,0,1,0,1,0,0,1,0,5
1,1,25,1,6,2,0,1,0,1,0,0,1,0,0
1,1,1,1,7,1,1,0,0,0,0,0,0,0.5,0
1,1,1,1,7,1,1,0,0,0,0,0,0,0.5,0
1,1,1,1,7,1,1,0,0,0,1,1,0,0,0
1,1,9,1,7,2,0,1,0,0,0,0,0,0.5,0
1,1,9,1,7,2,0,1,0,0,0,0,0,0.5,0
1,1,9,1,7,2,0,1,0,0,1,1,0,0,5
1,1,17,1,7,1,1,0,0,0,0,0,0,0.5,0
1,1,17,1,7,1,1,0,0,0,0,0,0,0.5,0
1,1,17,1,7,1,1,0,0,0,1,1,0,0,0
1,1,25,1,7,2,0,1,0,1,0,0,1,0,0
1,1,25,1,7,2,0,1,0,1,0,0,1,0,0
1,1,25,1,7,2,0,1,0,1,0,0,1,0,5
1,1,1,1,8,1,1,0,0,0,0,0,0,10.5,0
1,1,1,1,8,1,1,0,0,0,1,1,0,10,0
1,1,1,1,8,1,1,0,0,0,20,20,0,0.5,0
1,1,9,1,8,2,0,1,0,20,1,0,19,0,5
1,1,9,1,8,2,0,1,0,20,0,0,20,0.5,0
1,1,9,1,8,2,0,1,0,20,0,0,20,0.5,0
1,1,17,1,8,1,1,0,0,0,0,0,0,10.5,0
1,1,17,1,8,1,1,0,0,0,20,20,0,0.5,0
1,1,17,1,8,1,1,0,0,0,1,1,0,10,0
1,1,25,1,8,2,0,1,0,1,0,0,1,10,5
1,1,25,1,8,2,0,1,0,1,20,19,0,0,0
1,1,25,1,8,2,0,1,0,1,0,0,1,10,0
1,1,1,1,9,1,1,0,0,15,0,0,15,0,2
1,1,1,1,9,1,1,0,0,15,0,0,15,0,2
1,1,1,1,9,1,1,0,0,15,0,0,15,0,2
1,1,9,1,9,2,0,1,0,0,0,0,0,7.5,0
1,1,9,1,9,2,0,1,0,0,15,15,0,0,0
1,1,9,1,9,2,0,1,0,0,0,0,0,7.5,0
1,1,17,1,9,1,1,0,0,0,15,15,0,0,0
1,1,17,1,9,1,1,0,0,0,0,0,0,7.5,0
1,1,17,1,9,1,1,0,0,0,0,0,0,7.5,0
1,1,25,1,9,2,0,1,0,0,0,0,0,7.5,0
1,1,25,1,9,2,0,1,0,0,0,0,0,7.5,0
1,1,25,1,9,2,0,1,0,0,15,15,0,0,5
1,1,1,1,10,1,1,0,0,1,0,0,1,0.5,0
1,1,1,1,10,1,1,0,0,1,1,0,0,0,0
1,1,1,1,10,1,1,0,0,1,0,0,1,0.5,0
1,1,9,1,10,2,0,1,0,0,0,0,0,1,0
1,1,9,1,10,2,0,1,0,0,1,1,0,0.5,0
1,1,9,1,10,2,0,1,0,0,1,1,0,0.5,0
1,1,17,1,10,1,1,0,0,0,1,1,0,0.5,0
1,1,17,1,10,1,1,0,0,0,1,1,0,0.5,0
1,1,17,1,10,1,1,0,0,0,0,0,0,1,0
1,1,25,1,10,2,0,1,0,1,1,0,0,0,0
1,1,25,1,10,2,0,1,0,1,0,0,1,0.5,0
1,1,25,1,10,2,0,1,0,1,0,0,1,0.5,0
1,1,1,1,11,1,1,0,0,0,0,0,0,1,0
1,1,1,1,11,1,1,0,0,0,1,1,0,0.5,0
1,1,1,1,11,1,1,0,0,0,1,1,0,0.5,0
1,1,9,1,11,2,0,1,0,0,0,0,0,1,0
1,1,9,1,11,2,0,1,0,0,1,1,0,0.5,0
1,1,9,1,11,2,0,1,0,0,1,1,0,0.5,0
1,1,17,1,11,1,1,0,0,1,0,0,1,0.5,0
1,1,17,1,11,1,1,0,0,1,1,0,0,0,0
1,1,17,1,11,1,1,0,0,1,0,0,1,0.5,0
1,1,25,1,11,2,0,1,0,1,1,0,0,0,3
1,1,25,1,11,2,0,1,0,1,0,0,1,0.5,0
1,1,25,1,11,2,0,1,0,1,0,0,1,0.5,0
1,1,1,1,12,1,1,0,0,0,0,0,0,5,0
1,1,1,1,12,1,1,0,0,0,0,0,0,5,0
1,1,1,1,12,1,1,0,0,0,10,10,0,0,0
1,1,9,1,12,2,0,1,0,0,0,0,0,5,0
1,1,9,1,12,2,0,1,0,0,10,10,0,0,2
1,1,9,1,12,2,0,1,0,0,0,0,0,5,0
1,1,17,1,12,1,1,0,0,0,0,0,0,5,0
1,1,17,1,12,1,1,0,0,0,10,10,0,0,0
1,1,17,1,12,1,1,0,0,0,0,0,0,5,0
1,1,25,1,12,2,0,1,0,10,0,0,10,0,0
1,1,25,1,12,2,0,1,0,10,0,0,10,0,0
1,1,25,1,12,2,0,1,0,10,0,0,10,0,0
1,1,1,1,13,1,1,0,0,0,20,20,0,2.5,0
1,1,1,1,13,1,1,0,0,0,0,0,0,12.5,0
1,1,1,1,13,1,1,0,0,0,5,5,0,10,0
1,1,9,1,13,2,0,1,0,20,5,0,15,0,0
1,1,9,1,13,2,0,1,0,20,0,0,20,2.5,5
1,1,9,1,13,2,0,1,0,20,0,0,20,2.5,5
1,1,17,1,13,1,1,0,0,0,0,0,0,12.5,0
1,1,17,1,13,1,1,0,0,0,20,20,0,2.5,0
1,1,17,1,13,1,1,0,0,0,5,5,0,10,0
1,1,25,1,13,2,0,1,0,5,20,15,0,0,0
1,1,25,1,13,2,0,1,0,5,0,0,5,10,0
1,1,25,1,13,2,0,1,0,5,0,0,5,10,0
1,1,1,1,14,1,1,0,0,5,0,0,5,5,2
1,1,1,1,14,1,1,0,0,5,5,0,0,2.5,0
1,1,1,1,14,1,1,0,0,5,5,0,0,2.5,0
1,1,9,1,14,2,0,1,0,0,5,5,0,5,0
1,1,9,1,14,2,0,1,0,0,5,5,0,5,0
1,1,9,1,14,2,0,1,0,0,5,5,0,5,0
1,1,17,1,14,1,1,0,0,5,0,0,5,5,1
1,1,17,1,14,1,1,0,0,5,5,0,0,2.5,0
1,1,17,1,14,1,1,0,0,5,5,0,0,2.5,0
1,1,25,1,14,2,0,1,0,5,5,0,0,2.5,0
1,1,25,1,14,2,0,1,0,5,5,0,0,2.5,0
1,1,25,1,14,2,0,1,0,5,0,0,5,5,0
1,1,1,1,15,1,1,0,0,5,5,0,0,2.5,0
1,1,1,1,15,1,1,0,0,5,0,0,5,5,1
1,1,1,1,15,1,1,0,0,5,5,0,0,2.5,0
1,1,9,1,15,2,0,1,0,0,5,5,0,5,0
1,1,9,1,15,2,0,1,0,0,5,5,0,5,0
1,1,9,1,15,2,0,1,0,0,5,5,0,5,0
1,1,17,1,15,1,1,0,0,5,5,0,0,2.5,0
1,1,17,1,15,1,1,0,0,5,5,0,0,2.5,0
1,1,17,1,15,1,1,0,0,5,0,0,5,5,1
1,1,25,1,15,2,0,1,0,5,5,0,0,2.5,0
1,1,25,1,15,2,0,1,0,5,5,0,0,2.5,0
1,1,25,1,15,2,0,1,0,5,0,0,5,5,0
1,1,1,1,16,1,1,0,0,5,3,0,2,5,0
1,1,1,1,16,1,1,0,0,5,0,0,5,6.5,1
1,1,1,1,16,1,1,0,0,5,10,5,0,1.5,0
1,1,9,1,16,2,0,1,0,0,3,3,0,7.5,0
1,1,9,1,16,2,0,1,0,0,5,5,0,6.5,0
1,1,9,1,16,2,0,1,0,0,10,10,0,4,0
1,1,17,1,16,1,1,0,0,3,10,7,0,2.5,0
1,1,17,1,16,1,1,0,0,3,5,2,0,5,0
1,1,17,1,16,1,1,0,0,3,0,0,3,7.5,1
1,1,25,1,16,2,0,1,0,10,5,0,5,1.5,0
1,1,25,1,16,2,0,1,0,10,0,0,10,4,0
1,1,25,1,16,2,0,1,0,10,3,0,7,2.5,0
1,1,1,1,17,1,1,0,0,6,0,0,6,5,1
1,1,1,1,17,1,1,0,0,6,5,0,1,2.5,0
1,1,1,1,17,1,1,0,0,6,5,0,1,2.5,0
1,1,9,1,17,2,0,1,0,0,5,5,0,5.5,0
1,1,9,1,17,2,0,1,0,0,6,6,0,5,0
1,1,9,1,17,2,0,1,0,0,5,5,0,5.5,0
1,1,17,1,17,1,1,0,0,5,5,0,0,3,0
1,1,17,1,17,1,1,0,0,5,0,0,5,5.5,1
1,1,17,1,17,1,1,0,0,5,6,1,0,2.5,0
1,1,25,1,17,2,0,1,0,5,0,0,5,5.5,0
1,1,25,1,17,2,0,1,0,5,5,0,0,3,0
1,1,25,1,17,2,0,1,0,5,6,1,0,2.5,0
1,1,1,1,18,1,1,0,0,5,5,0,0,3,0
1,1,1,1,18,1,1,0,0,5,0,0,5,5.5,0
1,1,1,1,18,1,1,0,0,5,6,1,0,2.5,0
1,1,9,1,18,2,0,1,0,0,6,6,0,5,0
1,1,9,1,18,2,0,1,0,0,5,5,0,5.5,0
1,1,9,1,18,2,0,1,0,0,5,5,0,5.5,0
1,1,17,1,18,1,1,0,0,5,6,1,0,2.5,0
1,1,17,1,18,1,1,0,0,5,5,0,0,3,0
1,1,17,1,18,1,1,0,0,5,0,0,5,5.5,1
1,1,25,1,18,2,0,1,0,6,5,0,1,2.5,0
1,1,25,1,18,2,0,1,0,6,5,0,1,2.5,0
1,1,25,1,18,2,0,1,0,6,0,0,6,5,0
1,1,1,1,19,1,1,0,0,5,3,0,2,3,0
1,1,1,1,19,1,1,0,0,5,6,1,0,1.5,0
1,1,1,1,19,1,1,0,0,5,0,0,5,4.5,0
1,1,9,1,19,2,0,1,0,0,6,6,0,4,0
1,1,9,1,19,2,0,1,0,0,5,5,0,4.5,0
1,1,9,1,19,2,0,1,0,0,3,3,0,5.5,0
1,1,17,1,19,1,1,0,0,3,5,2,0,3,0
1,1,17,1,19,1,1,0,0,3,0,0,3,5.5,1
1,1,17,1,19,1,1,0,0,3,6,3,0,2.5,0
1,1,25,1,19,2,0,1,0,6,5,0,1,1.5,0
1,1,25,1,19,2,0,1,0,6,0,0,6,4,0
1,1,25,1,19,2,0,1,0,6,3,0,3,2.5,0
1,1,1,1,20,1,1,0,0,5,3,0,2,3,0
1,1,1,1,20,1,1,0,0,5,6,1,0,1.5,0
1,1,1,1,20,1,1,0,0,5,0,0,5,4.5,0
1,1,9,1,20,2,0,1,0,0,3,3,0,5.5,0
1,1,9,1,20,2,0,1,0,0,6,6,0,4,0
1,1,9,1,20,2,0,1,0,0,5,5,0,4.5,0
1,1,17,1,20,1,1,0,0,3,6,3,0,2.5,0
1,1,17,1,20,1,1,0,0,3,0,0,3,5.5,1
1,1,17,1,20,1,1,0,0,3,5,2,0,3,0
1,1,25,1,20,2,0,1,0,6,3,0,3,2.5,0
1,1,25,1,20,2,0,1,0,6,0,0,6,4,0
1,1,25,1,20,2,0,1,0,6,5,0,1,1.5,0
1,1,1,1,21,1,1,0,0,4,10,6,0,1.5,0
1,1,1,1,21,1,1,0,0,4,0,0,4,6.5,1
1,1,1,1,21,1,1,0,0,4,3,0,1,5,0
1,1,9,1,21,2,0,1,0,0,4,4,0,6.5,0
1,1,9,1,21,2,0,1,0,0,3,3,0,7,0
1,1,9,1,21,2,0,1,0,0,10,10,0,3.5,0
1,1,17,1,21,1,1,0,0,3,10,7,0,2,0
1,1,17,1,21,1,1,0,0,3,4,1,0,5,0
1,1,17,1,21,1,1,0,0,3,0,0,3,7,1
1,1,25,1,21,2,0,1,0,10,0,0,10,3.5,0
1,1,25,1,21,2,0,1,0,10,3,0,7,2,0
1,1,25,1,21,2,0,1,0,10,4,0,6,1.5,0
1,1,1,1,22,1,1,0,0,10,0,0,10,6.5,0
1,1,1,1,22,1,1,0,0,10,10,0,0,1.5,0
1,1,1,1,22,1,1,0,0,10,3,0,7,5,0
1,1,9,1,22,2,0,1,0,0,3,3,0,10,0
1,1,9,1,22,2,0,1,0,0,10,10,0,6.5,0
1,1,9,1,22,2,0,1,0,0,10,10,0,6.5,0
1,1,17,1,22,1,1,0,0,3,10,7,0,5,0
1,1,17,1,22,1,1,0,0,3,0,0,3,10,1
1,1,17,1,22,1,1,0,0,3,10,7,0,5,0
1,1,25,1,22,2,0,1,0,10,10,0,0,1.5,0
1,1,25,1,22,2,0,1,0,10,0,0,10,6.5,0
1,1,25,1,22,2,0,1,0,10,3,0,7,5,0
1,1,1,1,23,1,1,0,0,8,10,2,0,2,0
1,1,1,1,23,1,1,0,0,8,0,0,8,7,0
1,1,1,1,23,1,1,0,0,8,4,0,4,5,0
1,1,9,1,23,2,0,1,0,0,8,8,0,7,0
1,1,9,1,23,2,0,1,0,0,4,4,0,9,0
1,1,9,1,23,2,0,1,0,0,10,10,0,6,0
1,1,17,1,23,1,1,0,0,4,0,0,4,9,1
1,1,17,1,23,1,1,0,0,4,8,4,0,5,0
1,1,17,1,23,1,1,0,0,4,10,6,0,4,0
1,1,25,1,23,2,0,1,0,10,4,0,6,4,0
1,1,25,1,23,2,0,1,0,10,8,0,2,2,0
1,1,25,1,23,2,0,1,0,10,0,0,10,6,0
1,1,1,1,24,1,1,0,0,8,0,0,8,6.5,0
1,1,1,1,24,1,1,0,0,8,10,2,0,1.5,0
1,1,1,1,24,1,1,0,0,8,3,0,5,5,0
1,1,9,1,24,2,0,1,0,0,8,8,0,6.5,0
1,1,9,1,24,2,0,1,0,0,10,10,0,5.5,0
1,1,9,1,24,2,0,1,0,0,3,3,0,9,0
1,1,17,1,24,1,1,0,0,3,10,7,0,4,0
1,1,17,1,24,1,1,0,0,3,8,5,0,5,0
1,1,17,1,24,1,1,0,0,3,0,0,3,9,1
1,1,25,1,24,2,0,1,0,10,8,0,2,1.5,0
1,1,25,1,24,2,0,1,0,10,0,0,10,5.5,0
1,1,25,1,24,2,0,1,0,10,3,0,7,4,0
1,1,1,1,25,1,1,0,0,8,10,2,0,1.5,0
1,1,1,1,25,1,1,0,0,8,0,0,8,6.5,0
1,1,1,1,25,1,1,0,0,8,3,0,5,5,0
1,1,9,1,25,2,0,1,0,0,3,3,0,9,0
1,1,9,1,25,2,0,1,0,0,8,8,0,6.5,0
1,1,9,1,25,2,0,1,0,0,10,10,0,5.5,0
1,1,17,1,25,1,1,0,0,3,10,7,0,4,0
1,1,17,1,25,1,1,0,0,3,0,0,3,9,1
1,1,17,1,25,1,1,0,0,3,8,5,0,5,0
1,1,25,1,25,2,0,1,0,10,3,0,7,4,0
1,1,25,1,25,2,0,1,0,10,8,0,2,1.5,0
1,1,25,1,25,2,0,1,0,10,0,0,10,5.5,0
1,1,1,1,26,1,1,0,0,5,0,0,5,6.5,0
1,1,1,1,26,1,1,0,0,5,3,0,2,5,0
1,1,1,1,26,1,1,0,0,5,10,5,0,1.5,0
1,1,9,1,26,2,0,1,0,0,3,3,0,7.5,0
1,1,9,1,26,2,0,1,0,0,10,10,0,4,0
1,1,9,1,26,2,0,1,0,0,5,5,0,6.5,0
1,1,17,1,26,1,1,0,0,3,0,0,3,7.5,1
1,1,17,1,26,1,1,0,0,3,10,7,0,2.5,0
1,1,17,1,26,1,1,0,0,3,5,2,0,5,0
1,1,25,1,26,2,0,1,0,10,3,0,7,2.5,0
1,1,25,1,26,2,0,1,0,10,5,0,5,1.5,0
1,1,25,1,26,2,0,1,0,10,0,0,10,4,0
1,1,1,1,27,1,1,0,0,5,0,0,5,6.5,0
1,1,1,1,27,1,1,0,0,5,10,5,0,1.5,0
1,1,1,1,27,1,1,0,0,5,3,0,2,5,0
1,1,9,1,27,2,0,1,0,0,10,10,0,4,0
1,1,9,1,27,2,0,1,0,0,5,5,0,6.5,0
1,1,9,1,27,2,0,1,0,0,3,3,0,7.5,0
1,1,17,1,27,1,1,0,0,3,5,2,0,5,0
1,1,17,1,27,1,1,0,0,3,10,7,0,2.5,0
1,1,17,1,27,1,1,0,0,3,0,0,3,7.5,1
1,1,25,1,27,2,0,1,0,10,0,0,10,4,0
1,1,25,1,27,2,0,1,0,10,5,0,5,1.5,0
1,1,25,1,27,2,0,1,0,10,3,0,7,2.5,0
1,1,2,2,1,1,1,0,0,5,10,5,0,17.5,0
1,1,2,2,1,1,1,0,0,5,15,10,0,15,0
1,1,2,2,1,1,1,0,0,5,20,15,0,12.5,0
1,1,10,2,1,1,1,0,0,10,15,5,0,12.5,0
1,1,10,2,1,1,1,0,0,10,20,10,0,10,0
1,1,10,2,1,1,1,0,0,10,5,0,5,17.5,0
1,1,18,2,1,1,1,0,0,20,10,0,10,10,2
1,1,18,2,1,1,1,0,0,20,15,0,5,7.5,0
1,1,18,2,1,1,1,0,0,20,5,0,15,12.5,3
1,1,26,2,1,2,0,1,0,15,20,5,0,7.5,0
1,1,26,2,1,2,0,1,0,15,5,0,10,15,0
1,1,26,2,1,2,0,1,0,15,10,0,5,12.5,0
1,1,2,2,2,1,1,0,0,10,10,0,0,12.5,0
1,1,2,2,2,1,1,0,0,10,10,0,0,12.5,0
1,1,2,2,2,1,1,0,0,10,15,5,0,10,0
1,1,10,2,2,1,1,0,0,10,15,5,0,10,0
1,1,10,2,2,1,1,0,0,10,10,0,0,12.5,0
1,1,10,2,2,1,1,0,0,10,10,0,0,12.5,0
1,1,18,2,2,1,1,0,0,15,10,0,5,10,0
1,1,18,2,2,1,1,0,0,15,10,0,5,10,0
1,1,18,2,2,1,1,0,0,15,10,0,5,10,0
1,1,26,2,2,2,0,1,0,10,10,0,0,12.5,0
1,1,26,2,2,2,0,1,0,10,15,5,0,10,0
1,1,26,2,2,2,0,1,0,10,10,0,0,12.5,0
1,1,2,2,3,1,1,0,0,11,18,7,0,11,0
1,1,2,2,3,1,1,0,0,11,12,1,0,14,0
1,1,2,2,3,1,1,0,0,11,10,0,1,15,0
1,1,10,2,3,1,1,0,0,10,12,2,0,14.5,0
1,1,10,2,3,1,1,0,0,10,11,1,0,15,0
1,1,10,2,3,1,1,0,0,10,18,8,0,11.5,0
1,1,18,2,3,1,1,0,0,12,18,6,0,10.5,0
1,1,18,2,3,1,1,0,0,12,11,0,1,14,0
1,1,18,2,3,1,1,0,0,12,10,0,2,14.5,0
1,1,26,2,3,2,0,1,0,18,12,0,6,10.5,5
1,1,26,2,3,2,0,1,0,18,11,0,7,11,5
1,1,26,2,3,2,0,1,0,18,10,0,8,11.5,5
1,1,2,2,4,1,1,0,0,15,12,0,3,14,0
1,1,2,2,4,1,1,0,0,15,17,2,0,11.5,0
1,1,2,2,4,1,1,0,0,15,11,0,4,14.5,0
1,1,10,2,4,1,1,0,0,11,12,1,0,16,0
1,1,10,2,4,1,1,0,0,11,15,4,0,14.5,0
1,1,10,2,4,1,1,0,0,11,17,6,0,13.5,0
1,1,18,2,4,1,1,0,0,17,11,0,6,13.5,1
1,1,18,2,4,1,1,0,0,17,12,0,5,13,0
1,1,18,2,4,1,1,0,0,17,15,0,2,11.5,0
1,1,26,2,4,2,0,1,0,12,17,5,0,13,0
1,1,26,2,4,2,0,1,0,12,15,3,0,14,0
1,1,26,2,4,2,0,1,0,12,11,0,1,16,5
1,1,2,2,5,1,1,0,0,15,15,0,0,14.5,0
1,1,2,2,5,1,1,0,0,15,17,2,0,13.5,0
1,1,2,2,5,1,1,0,0,15,12,0,3,16,0
1,1,10,2,5,1,1,0,0,12,17,5,0,15,0
1,1,10,2,5,1,1,0,0,12,15,3,0,16,0
1,1,10,2,5,1,1,0,0,12,15,3,0,16,0
1,1,18,2,5,1,1,0,0,17,15,0,2,13.5,0
1,1,18,2,5,1,1,0,0,17,15,0,2,13.5,0
1,1,18,2,5,1,1,0,0,17,12,0,5,15,1
1,1,26,2,5,2,0,1,0,15,17,2,0,13.5,0
1,1,26,2,5,2,0,1,0,15,12,0,3,16,5
1,1,26,2,5,2,0,1,0,15,15,0,0,14.5,0
1,1,2,2,6,1,1,0,0,16,18,2,0,13,0
1,1,2,2,6,1,1,0,0,16,16,0,0,14,0
1,1,2,2,6,1,1,0,0,16,10,0,6,17,1
1,1,10,2,6,1,1,0,0,10,16,6,0,17,0
1,1,10,2,6,1,1,0,0,10,16,6,0,17,0
1,1,10,2,6,1,1,0,0,10,18,8,0,16,1
1,1,18,2,6,1,1,0,0,16,16,0,0,14,0
1,1,18,2,6,1,1,0,0,16,10,0,6,17,1
1,1,18,2,6,1,1,0,0,16,18,2,0,13,0
1,1,26,2,6,2,0,1,0,18,16,0,2,13,0
1,1,26,2,6,2,0,1,0,18,10,0,8,16,3
1,1,26,2,6,2,0,1,0,18,16,0,2,13,0
1,1,2,2,7,1,1,0,0,15,14,0,1,16.5,0
1,1,2,2,7,1,1,0,0,15,15,0,0,16,0
1,1,2,2,7,1,1,0,0,15,18,3,0,14.5,0
1,1,10,2,7,1,1,0,0,14,18,4,0,15,1
1,1,10,2,7,1,1,0,0,14,15,1,0,16.5,0
1,1,10,2,7,1,1,0,0,14,15,1,0,16.5,0
1,1,18,2,7,1,1,0,0,18,15,0,3,14.5,0
1,1,18,2,7,1,1,0,0,18,14,0,4,15,0
1,1,18,2,7,1,1,0,0,18,15,0,3,14.5,0
1,1,26,2,7,2,0,1,0,15,18,3,0,14.5,0
1,1,26,2,7,2,0,1,0,15,14,0,1,16.5,0
1,1,26,2,7,2,0,1,0,15,15,0,0,16,3
1,1,2,2,8,1,1,0,0,17,13,0,4,16,1
1,1,2,2,8,1,1,0,0,17,15,0,2,15,0
1,1,2,2,8,1,1,0,0,17,17,0,0,14,0
1,1,10,2,8,1,1,0,0,13,15,2,0,17,0
1,1,10,2,8,1,1,0,0,13,17,4,0,16,0
1,1,10,2,8,1,1,0,0,13,17,4,0,16,0
1,1,18,2,8,1,1,0,0,17,13,0,4,16,1
1,1,18,2,8,1,1,0,0,17,17,0,0,14,0
1,1,18,2,8,1,1,0,0,17,15,0,2,15,0
1,1,26,2,8,2,0,1,0,15,13,0,2,17,3
1,1,26,2,8,2,0,1,0,15,17,2,0,15,0
1,1,26,2,8,2,0,1,0,15,17,2,0,15,0
1,1,2,2,9,1,1,0,0,16,14,0,2,18.5,0
1,1,2,2,9,1,1,0,0,16,20,4,0,15.5,0
1,1,2,2,9,1,1,0,0,16,17,1,0,17,0
1,1,10,2,9,1,1,0,0,14,20,6,0,16.5,0
1,1,10,2,9,1,1,0,0,14,16,2,0,18.5,0
1,1,10,2,9,1,1,0,0,14,17,3,0,18,0
1,1,18,2,9,1,1,0,0,17,16,0,1,17,0
1,1,18,2,9,1,1,0,0,17,14,0,3,18,1
1,1,18,2,9,1,1,0,0,17,20,3,0,15,0
1,1,26,2,9,2,0,1,0,20,17,0,3,15,0
1,1,26,2,9,2,0,1,0,20,16,0,4,15.5,0
1,1,26,2,9,2,0,1,0,20,14,0,6,16.5,3
1,1,2,2,10,1,1,0,0,17,19,2,0,19,0
1,1,2,2,10,1,1,0,0,17,18,1,0,19.5,0
1,1,2,2,10,1,1,0,0,17,20,3,0,18.5,0
1,1,10,2,10,1,1,0,0,18,17,0,1,19.5,0
1,1,10,2,10,1,1,0,0,18,19,1,0,18.5,1
1,1,10,2,10,1,1,0,0,18,20,2,0,18,1
1,1,18,2,10,1,1,0,0,19,17,0,2,19,0
1,1,18,2,10,1,1,0,0,19,18,0,1,18.5,0
1,1,18,2,10,1,1,0,0,19,20,1,0,17.5,0
1,1,26,2,10,2,0,1,0,20,19,0,1,17.5,0
1,1,26,2,10,2,0,1,0,20,17,0,3,18.5,1
1,1,26,2,10,2,0,1,0,20,18,0,2,18,0
1,1,2,2,11,1,1,0,0,19,20,1,0,19.5,0
